tweet_id,topic1,topic2,title1,title2
855742061097693185,LV001,LV001,Latvia 100,Latvia 100
855767458904453122,LV001,LV001,Latvia 100,Latvia 100
855780770840944640,LV001,LV001,Latvia 100,Latvia 100
855840078664523782,LV001,LV001,Latvia 100,Latvia 100
856367347371782144,LV001,LV001,Latvia 100,Latvia 100
856372113690820608,LV001,LV001,Latvia 100,Latvia 100
856385794742865921,LV001,LV001,Latvia 100,Latvia 100
856415118296592388,LV001,LV007,Latvia 100,May 4
856415118296592388,LV001,LV001,Latvia 100,Latvia 100
856433158736228353,LV001,LV001,Latvia 100,Latvia 100
856438472449642496,LV001,LV001,Latvia 100,Latvia 100
856455627199188992,LV001,LV001,Latvia 100,Latvia 100
856477031848181762,LV001,LV001,Latvia 100,Latvia 100
856498178979495940,LV001,LV001,Latvia 100,Latvia 100
856518878977040384,LV001,LV001,Latvia 100,Latvia 100
856520099699838976,LV001,LV001,Latvia 100,Latvia 100
856549294899306496,LV001,LV001,Latvia 100,Latvia 100
856737770932494336,LV001,LV001,Latvia 100,Latvia 100
856773774766596097,LV001,LV001,Latvia 100,Latvia 100
856774457918201860,LV001,LV001,Latvia 100,Latvia 100
856775378232389632,LV001,LV007,Latvia 100,May 4
856775378232389632,LV001,LV001,Latvia 100,Latvia 100
856775657430409217,LV001,LV001,Latvia 100,Latvia 100
856777714212249600,LV001,LV001,Latvia 100,Latvia 100
856786913365303296,LV001,LV001,Latvia 100,Latvia 100
856817215777243136,LV001,LV001,Latvia 100,Latvia 100
856820266575515653,LV001,LV001,Latvia 100,Latvia 100
856839985470853120,LV001,LV001,Latvia 100,Latvia 100
856846900301058048,LV001,LV007,Latvia 100,May 4
856846900301058048,LV001,LV001,Latvia 100,Latvia 100
856866061056188417,LV001,LV001,Latvia 100,Latvia 100
856898602383286273,LV001,LV001,Latvia 100,Latvia 100
856941922748956673,LV001,LV001,Latvia 100,Latvia 100
856945074105704448,LV001,LV001,Latvia 100,Latvia 100
856949620387270656,LV001,LV001,Latvia 100,Latvia 100
857129698878476288,LV001,LV001,Latvia 100,Latvia 100
857132640343818241,LV001,LV001,Latvia 100,Latvia 100
857136113173098496,LV001,LV001,Latvia 100,Latvia 100
857154956767485952,LV001,LV001,Latvia 100,Latvia 100
857187518055411712,LV001,LV001,Latvia 100,Latvia 100
857197622054060032,LV001,LV001,Latvia 100,Latvia 100
857228094771482625,LV001,LV001,Latvia 100,Latvia 100
857233866964258816,LV001,LV001,Latvia 100,Latvia 100
857241783310462976,LV001,LV001,Latvia 100,Latvia 100
857242436690640896,LV001,LV001,Latvia 100,Latvia 100
857244162692980736,LV001,LV001,Latvia 100,Latvia 100
857273845014724608,LV001,LV001,Latvia 100,Latvia 100
857278398451908608,LV001,LV001,Latvia 100,Latvia 100
857488797201838080,LV001,LV001,Latvia 100,Latvia 100
857490751575519232,LV001,LV001,Latvia 100,Latvia 100
857512443169443840,LV001,LV001,Latvia 100,Latvia 100
857517595624448000,LV001,LV001,Latvia 100,Latvia 100
857546155777028097,LV001,LV001,Latvia 100,Latvia 100
857561116569997312,LV001,LV001,Latvia 100,Latvia 100
857587018355933184,LV001,LV001,Latvia 100,Latvia 100
857612577827893248,LV001,LV001,Latvia 100,Latvia 100
857672472749125634,LV001,LV001,Latvia 100,Latvia 100
857824482848800768,LV001,LV001,Latvia 100,Latvia 100
857865517364858880,LV001,LV007,Latvia 100,May 4
857865517364858880,LV001,LV001,Latvia 100,Latvia 100
857884214162845696,LV001,LV001,Latvia 100,Latvia 100
857889191719575552,LV001,LV001,Latvia 100,Latvia 100
857892743263256576,LV001,LV007,Latvia 100,May 4
857892743263256576,LV001,LV001,Latvia 100,Latvia 100
857897902789840898,LV001,LV001,Latvia 100,Latvia 100
857936907438874624,LV001,LV001,Latvia 100,Latvia 100
857938648884551680,LV001,LV001,Latvia 100,Latvia 100
857961811131473920,LV001,LV001,Latvia 100,Latvia 100
858011169734483969,LV001,LV007,Latvia 100,May 4
858011169734483969,LV001,LV001,Latvia 100,Latvia 100
858191567479345152,LV001,LV001,Latvia 100,Latvia 100
858203517860937728,LV001,LV001,Latvia 100,Latvia 100
858215963732455426,LV001,LV007,Latvia 100,May 4
858215963732455426,LV001,LV001,Latvia 100,Latvia 100
858244465470849028,LV001,LV001,Latvia 100,Latvia 100
858266483134263296,LV001,LV001,Latvia 100,Latvia 100
858277149916233728,LV001,LV001,Latvia 100,Latvia 100
858587262531117056,LV001,LV001,Latvia 100,Latvia 100
858764472357441538,LV001,LV001,Latvia 100,Latvia 100
858924263205556224,LV001,LV001,Latvia 100,Latvia 100
858954813220016128,LV001,LV007,Latvia 100,May 4
858954813220016128,LV001,LV001,Latvia 100,Latvia 100
858984344488075264,LV001,LV001,Latvia 100,Latvia 100
858985497808560128,LV001,LV001,Latvia 100,Latvia 100
858997312240177152,LV001,LV001,Latvia 100,Latvia 100
858999449355403264,LV001,LV001,Latvia 100,Latvia 100
859008234543304705,LV001,LV007,Latvia 100,May 4
859008234543304705,LV001,LV001,Latvia 100,Latvia 100
859022002702737410,LV001,LV001,Latvia 100,Latvia 100
859076876270260224,LV001,LV007,Latvia 100,May 4
859076876270260224,LV001,LV001,Latvia 100,Latvia 100
859094092004851713,LV001,LV001,Latvia 100,Latvia 100
859273669817884672,LV001,LV001,Latvia 100,Latvia 100
859273875397496832,LV001,LV001,Latvia 100,Latvia 100
859282248218157056,LV001,LV001,Latvia 100,Latvia 100
859318222423818240,LV001,LV001,Latvia 100,Latvia 100
859328570497396736,LV001,LV001,Latvia 100,Latvia 100
859335492223078400,LV001,LV001,Latvia 100,Latvia 100
859337008321310720,LV001,LV007,Latvia 100,May 4
859337008321310720,LV001,LV001,Latvia 100,Latvia 100
859346087013908481,LV001,LV001,Latvia 100,Latvia 100
859348481454075904,LV001,LV001,Latvia 100,Latvia 100
859348938549329922,LV001,LV001,Latvia 100,Latvia 100
859388652404826117,LV001,LV001,Latvia 100,Latvia 100
859390504890503168,LV001,LV001,Latvia 100,Latvia 100
859398821868060672,LV001,LV007,Latvia 100,May 4
859398821868060672,LV001,LV001,Latvia 100,Latvia 100
859405145284763649,LV001,LV001,Latvia 100,Latvia 100
859407279485005824,LV001,LV001,Latvia 100,Latvia 100
859425557641121793,LV001,LV007,Latvia 100,May 4
859425557641121793,LV001,LV001,Latvia 100,Latvia 100
859442928221130752,LV001,LV007,Latvia 100,May 4
859442928221130752,LV001,LV001,Latvia 100,Latvia 100
859616003063402496,LV001,LV001,Latvia 100,Latvia 100
859625812429082626,LV001,LV001,Latvia 100,Latvia 100
859627327306612736,LV001,LV001,Latvia 100,Latvia 100
859628864728969217,LV001,LV001,Latvia 100,Latvia 100
859634674427195397,LV001,LV001,Latvia 100,Latvia 100
859637447059222529,LV001,LV001,Latvia 100,Latvia 100
859637727423320065,LV001,LV001,Latvia 100,Latvia 100
859667592675446784,LV001,LV001,Latvia 100,Latvia 100
859669818777231360,LV001,LV001,Latvia 100,Latvia 100
859674285417394176,LV001,LV001,Latvia 100,Latvia 100
859678817736151040,LV001,LV001,Latvia 100,Latvia 100
859681987799506944,LV001,LV001,Latvia 100,Latvia 100
859683387153448960,LV001,LV001,Latvia 100,Latvia 100
859699641776041985,LV001,LV001,Latvia 100,Latvia 100
859708715926204416,LV001,LV001,Latvia 100,Latvia 100
859716162422054912,LV001,LV007,Latvia 100,May 4
859716162422054912,LV001,LV001,Latvia 100,Latvia 100
859716425606418433,LV001,LV007,Latvia 100,May 4
859716425606418433,LV001,LV001,Latvia 100,Latvia 100
859720149607305219,LV001,LV001,Latvia 100,Latvia 100
859720743646625792,LV001,LV001,Latvia 100,Latvia 100
859721744738918401,LV001,LV001,Latvia 100,Latvia 100
859723290302181376,LV001,LV001,Latvia 100,Latvia 100
859724174587293696,LV001,LV007,Latvia 100,May 4
859724174587293696,LV001,LV001,Latvia 100,Latvia 100
859728965174472705,LV001,LV001,Latvia 100,Latvia 100
859731477105451008,LV001,LV001,Latvia 100,Latvia 100
859746648997728256,LV001,LV007,Latvia 100,May 4
859746648997728256,LV001,LV001,Latvia 100,Latvia 100
859747138275770368,LV001,LV001,Latvia 100,Latvia 100
859751278615953408,LV001,LV001,Latvia 100,Latvia 100
859803290762137600,LV001,LV001,Latvia 100,Latvia 100
859846749812396036,LV001,LV001,Latvia 100,Latvia 100
860006026761961472,LV001,LV007,Latvia 100,May 4
860006026761961472,LV001,LV001,Latvia 100,Latvia 100
860013833267499008,LV001,LV001,Latvia 100,Latvia 100
860013833343184897,LV001,LV001,Latvia 100,Latvia 100
860016877187235840,LV001,LV001,Latvia 100,Latvia 100
860017779365339137,LV001,LV001,Latvia 100,Latvia 100
860019181219180545,LV001,LV001,Latvia 100,Latvia 100
860020030653726720,LV001,LV001,Latvia 100,Latvia 100
860020674664046592,LV001,LV001,Latvia 100,Latvia 100
860021364975165442,LV001,LV001,Latvia 100,Latvia 100
860026617015537664,LV001,LV001,Latvia 100,Latvia 100
860027465774845953,LV001,LV007,Latvia 100,May 4
860027465774845953,LV001,LV001,Latvia 100,Latvia 100
860030127903838208,LV001,LV001,Latvia 100,Latvia 100
860030459794919424,LV001,LV001,Latvia 100,Latvia 100
860033032849248257,LV001,LV001,Latvia 100,Latvia 100
860033342053507072,LV001,LV001,Latvia 100,Latvia 100
860039663872086016,LV001,LV001,Latvia 100,Latvia 100
860040720253583360,LV001,LV001,Latvia 100,Latvia 100
860041305824665600,LV001,LV001,Latvia 100,Latvia 100
860041898035208192,LV001,LV001,Latvia 100,Latvia 100
860044332522405888,LV001,LV001,Latvia 100,Latvia 100
860046438159577089,LV001,LV001,Latvia 100,Latvia 100
860054672727580673,LV001,LV007,Latvia 100,May 4
860054672727580673,LV001,LV002,Latvia 100,Ice Hockey
860054672727580673,LV001,LV001,Latvia 100,Latvia 100
860055810461904896,LV001,LV001,Latvia 100,Latvia 100
860062603795734528,LV001,LV007,Latvia 100,May 4
860062603795734528,LV001,LV001,Latvia 100,Latvia 100
860064375134187522,LV001,LV001,Latvia 100,Latvia 100
860065029105889281,LV001,LV001,Latvia 100,Latvia 100
860070841211650048,LV001,LV001,Latvia 100,Latvia 100
860070929027792896,LV001,LV001,Latvia 100,Latvia 100
860071000712650753,LV001,LV001,Latvia 100,Latvia 100
860073318229192705,LV001,LV001,Latvia 100,Latvia 100
860074132834324480,LV001,LV001,Latvia 100,Latvia 100
860075022483943426,LV001,LV001,Latvia 100,Latvia 100
860076442582999040,LV001,LV001,Latvia 100,Latvia 100
860085057666600960,LV001,LV001,Latvia 100,Latvia 100
860085928324472832,LV001,LV007,Latvia 100,May 4
860085928324472832,LV001,LV002,Latvia 100,Ice Hockey
860085928324472832,LV001,LV001,Latvia 100,Latvia 100
860089428336926725,LV001,LV007,Latvia 100,May 4
860089428336926725,LV001,LV002,Latvia 100,Ice Hockey
860089428336926725,LV001,LV001,Latvia 100,Latvia 100
860093390050000896,LV001,LV001,Latvia 100,Latvia 100
860101773524164608,LV001,LV001,Latvia 100,Latvia 100
860104606663290884,LV001,LV007,Latvia 100,May 4
860104606663290884,LV001,LV002,Latvia 100,Ice Hockey
860104606663290884,LV001,LV001,Latvia 100,Latvia 100
860106948569706496,LV001,LV001,Latvia 100,Latvia 100
860107023463186432,LV001,LV001,Latvia 100,Latvia 100
860110882134740992,LV001,LV001,Latvia 100,Latvia 100
860111615680815105,LV001,LV007,Latvia 100,May 4
860111615680815105,LV001,LV002,Latvia 100,Ice Hockey
860111615680815105,LV001,LV001,Latvia 100,Latvia 100
860112430470483970,LV001,LV001,Latvia 100,Latvia 100
860112674822258689,LV001,LV001,Latvia 100,Latvia 100
860112867617636352,LV001,LV001,Latvia 100,Latvia 100
860119674591354880,LV001,LV001,Latvia 100,Latvia 100
860127639947939840,LV001,LV001,Latvia 100,Latvia 100
860128989708513280,LV001,LV001,Latvia 100,Latvia 100
860131743751327744,LV001,LV001,Latvia 100,Latvia 100
860137917741539328,LV001,LV001,Latvia 100,Latvia 100
860138249339248642,LV001,LV001,Latvia 100,Latvia 100
860143928770801664,LV001,LV001,Latvia 100,Latvia 100
860145401894227969,LV001,LV001,Latvia 100,Latvia 100
860157765720965120,LV001,LV001,Latvia 100,Latvia 100
860158439938502656,LV001,LV001,Latvia 100,Latvia 100
860164678810558464,LV001,LV001,Latvia 100,Latvia 100
860167066359390208,LV001,LV001,Latvia 100,Latvia 100
860170757892173825,LV001,LV001,Latvia 100,Latvia 100
860173431140229121,LV001,LV001,Latvia 100,Latvia 100
860173781331062785,LV001,LV001,Latvia 100,Latvia 100
860176360614100992,LV001,LV007,Latvia 100,May 4
860176360614100992,LV001,LV001,Latvia 100,Latvia 100
860184686739456002,LV001,LV001,Latvia 100,Latvia 100
860186578408419328,LV001,LV007,Latvia 100,May 4
860186578408419328,LV001,LV001,Latvia 100,Latvia 100
860189137961439237,LV001,LV001,Latvia 100,Latvia 100
860190896226283520,LV001,LV001,Latvia 100,Latvia 100
860194153174532096,LV001,LV007,Latvia 100,May 4
860194153174532096,LV001,LV001,Latvia 100,Latvia 100
860194191833538560,LV001,LV007,Latvia 100,May 4
860194191833538560,LV001,LV001,Latvia 100,Latvia 100
860195695931916288,LV001,LV001,Latvia 100,Latvia 100
860197732107026432,LV001,LV001,Latvia 100,Latvia 100
860207213352296448,LV001,LV001,Latvia 100,Latvia 100
860211632282185730,LV001,LV001,Latvia 100,Latvia 100
860211644835803137,LV001,LV007,Latvia 100,May 4
860211644835803137,LV001,LV001,Latvia 100,Latvia 100
860217706976509952,LV001,LV001,Latvia 100,Latvia 100
860226679939190784,LV001,LV001,Latvia 100,Latvia 100
860236930251976705,LV001,LV001,Latvia 100,Latvia 100
860239677378441217,LV001,LV001,Latvia 100,Latvia 100
860334208077762561,LV001,LV001,Latvia 100,Latvia 100
860360454295568385,LV001,LV001,Latvia 100,Latvia 100
860366086440669184,LV001,LV001,Latvia 100,Latvia 100
860376706074517504,LV001,LV001,Latvia 100,Latvia 100
860378223926013952,LV001,LV001,Latvia 100,Latvia 100
860379485857882112,LV001,LV001,Latvia 100,Latvia 100
860387641447116800,LV001,LV001,Latvia 100,Latvia 100
860388367313375236,LV001,LV001,Latvia 100,Latvia 100
860388813524221952,LV001,LV001,Latvia 100,Latvia 100
860389304077623296,LV001,LV001,Latvia 100,Latvia 100
860399990329536512,LV001,LV001,Latvia 100,Latvia 100
860402784805564416,LV001,LV001,Latvia 100,Latvia 100
860404938475802624,LV001,LV001,Latvia 100,Latvia 100
860406820338376704,LV001,LV001,Latvia 100,Latvia 100
860411132472852480,LV001,LV001,Latvia 100,Latvia 100
860411297980198913,LV001,LV001,Latvia 100,Latvia 100
860411298030505984,LV001,LV001,Latvia 100,Latvia 100
860422208090517507,LV001,LV001,Latvia 100,Latvia 100
860422208270807040,LV001,LV001,Latvia 100,Latvia 100
860425178760740864,LV001,LV001,Latvia 100,Latvia 100
860426084814381057,LV001,LV001,Latvia 100,Latvia 100
860427178575618052,LV001,LV001,Latvia 100,Latvia 100
860438900640284672,LV001,LV001,Latvia 100,Latvia 100
860440288694861824,LV001,LV001,Latvia 100,Latvia 100
860442426451820545,LV001,LV001,Latvia 100,Latvia 100
860446466871095297,LV001,LV001,Latvia 100,Latvia 100
860446635830251520,LV001,LV001,Latvia 100,Latvia 100
860446728981553152,LV001,LV001,Latvia 100,Latvia 100
860453829397106692,LV001,LV001,Latvia 100,Latvia 100
860455286380916736,LV001,LV001,Latvia 100,Latvia 100
860465294065709057,LV001,LV001,Latvia 100,Latvia 100
860467369633820674,LV001,LV001,Latvia 100,Latvia 100
860467880718196736,LV001,LV001,Latvia 100,Latvia 100
860468293911666689,LV001,LV001,Latvia 100,Latvia 100
860468425386332160,LV001,LV001,Latvia 100,Latvia 100
860469502152241152,LV001,LV001,Latvia 100,Latvia 100
860475328900288515,LV001,LV001,Latvia 100,Latvia 100
860476002786566144,LV001,LV001,Latvia 100,Latvia 100
860476797217112065,LV001,LV001,Latvia 100,Latvia 100
860477148712366080,LV001,LV001,Latvia 100,Latvia 100
860482177888391168,LV001,LV001,Latvia 100,Latvia 100
860495653125988357,LV001,LV001,Latvia 100,Latvia 100
860507017093533696,LV001,LV001,Latvia 100,Latvia 100
860510376957542400,LV001,LV001,Latvia 100,Latvia 100
860512304076607490,LV001,LV001,Latvia 100,Latvia 100
860516348476174338,LV001,LV001,Latvia 100,Latvia 100
860519691319750656,LV001,LV001,Latvia 100,Latvia 100
860524496704475137,LV001,LV001,Latvia 100,Latvia 100
860525541874704384,LV001,LV001,Latvia 100,Latvia 100
860531081447124992,LV001,LV001,Latvia 100,Latvia 100
860532894317543424,LV001,LV001,Latvia 100,Latvia 100
860539220875718656,LV001,LV001,Latvia 100,Latvia 100
860540514654760960,LV001,LV001,Latvia 100,Latvia 100
860541978269827072,LV001,LV001,Latvia 100,Latvia 100
860545997562368000,LV001,LV001,Latvia 100,Latvia 100
860549080854003712,LV001,LV001,Latvia 100,Latvia 100
860555469965996032,LV001,LV001,Latvia 100,Latvia 100
860555532675018753,LV001,LV001,Latvia 100,Latvia 100
860557730607661059,LV001,LV001,Latvia 100,Latvia 100
860558059512397824,LV001,LV001,Latvia 100,Latvia 100
860558132573077504,LV001,LV001,Latvia 100,Latvia 100
860560720307552258,LV001,LV001,Latvia 100,Latvia 100
860572417206431744,LV001,LV001,Latvia 100,Latvia 100
860582038281351168,LV001,LV001,Latvia 100,Latvia 100
860589292011139072,LV001,LV001,Latvia 100,Latvia 100
860625332545740801,LV001,LV001,Latvia 100,Latvia 100
860745289434615811,LV001,LV001,Latvia 100,Latvia 100
860748410428805120,LV001,LV001,Latvia 100,Latvia 100
860749024911126528,LV001,LV001,Latvia 100,Latvia 100
860757425510658048,LV001,LV001,Latvia 100,Latvia 100
860761204016521217,LV001,LV001,Latvia 100,Latvia 100
860761923385663488,LV001,LV001,Latvia 100,Latvia 100
860762226382262272,LV001,LV001,Latvia 100,Latvia 100
860769563734159361,LV001,LV001,Latvia 100,Latvia 100
860772454549131269,LV001,LV001,Latvia 100,Latvia 100
860784197371342848,LV001,LV001,Latvia 100,Latvia 100
860787807601782785,LV001,LV001,Latvia 100,Latvia 100
860799044087672833,LV001,LV001,Latvia 100,Latvia 100
860802933771956225,LV001,LV001,Latvia 100,Latvia 100
860803807034429442,LV001,LV001,Latvia 100,Latvia 100
860834780346241024,LV001,LV001,Latvia 100,Latvia 100
860845284942897152,LV001,LV001,Latvia 100,Latvia 100
860857493806862336,LV001,LV001,Latvia 100,Latvia 100
860862039325110272,LV001,LV001,Latvia 100,Latvia 100
860875671563886592,LV001,LV001,Latvia 100,Latvia 100
860881776729874432,LV001,LV001,Latvia 100,Latvia 100
860882117458374657,LV001,LV001,Latvia 100,Latvia 100
860884080136794114,LV001,LV001,Latvia 100,Latvia 100
860916878226714626,LV001,LV001,Latvia 100,Latvia 100
860920279517802496,LV001,LV001,Latvia 100,Latvia 100
860924330946985985,LV001,LV001,Latvia 100,Latvia 100
860924632320413696,LV001,LV001,Latvia 100,Latvia 100
860938837937319938,LV001,LV001,Latvia 100,Latvia 100
860942532800327680,LV001,LV001,Latvia 100,Latvia 100
860945762343170048,LV001,LV001,Latvia 100,Latvia 100
860987540299325440,LV001,LV001,Latvia 100,Latvia 100
861109678272643072,LV001,LV008,Latvia 100,May 8-9
861109678272643072,LV001,LV001,Latvia 100,Latvia 100
861138352736792577,LV001,LV001,Latvia 100,Latvia 100
861144564136062976,LV001,LV001,Latvia 100,Latvia 100
861145032312717312,LV001,LV001,Latvia 100,Latvia 100
861157650716905473,LV001,LV001,Latvia 100,Latvia 100
861161154336493570,LV001,LV001,Latvia 100,Latvia 100
861163719275012099,LV001,LV001,Latvia 100,Latvia 100
861182013579177987,LV001,LV001,Latvia 100,Latvia 100
861211000833552384,LV001,LV001,Latvia 100,Latvia 100
861237721079193601,LV001,LV001,Latvia 100,Latvia 100
861251414923898880,LV001,LV001,Latvia 100,Latvia 100
861275288562536448,LV001,LV001,Latvia 100,Latvia 100
861279027692285953,LV001,LV001,Latvia 100,Latvia 100
861279077130526720,LV001,LV001,Latvia 100,Latvia 100
861306903925796865,LV001,LV001,Latvia 100,Latvia 100
861373344263716864,LV001,LV001,Latvia 100,Latvia 100
861458982912839680,LV001,LV001,Latvia 100,Latvia 100
861506554822086656,LV001,LV001,Latvia 100,Latvia 100
861509563010482176,LV001,LV001,Latvia 100,Latvia 100
861510794575355904,LV001,LV001,Latvia 100,Latvia 100
861551588116234240,LV001,LV001,Latvia 100,Latvia 100
861551639840387072,LV001,LV001,Latvia 100,Latvia 100
861551677438124032,LV001,LV007,Latvia 100,May 4
861551677438124032,LV001,LV002,Latvia 100,Ice Hockey
861551677438124032,LV001,LV001,Latvia 100,Latvia 100
861556275892678656,LV001,LV001,Latvia 100,Latvia 100
861561894846382080,LV001,LV016,Latvia 100,Blizzard of Souls
861561894846382080,LV001,LV001,Latvia 100,Latvia 100
861579575649816576,LV001,LV001,Latvia 100,Latvia 100
861591940399345665,LV001,LV001,Latvia 100,Latvia 100
861596940420734977,LV001,LV001,Latvia 100,Latvia 100
861634155955859457,LV001,LV001,Latvia 100,Latvia 100
861646121944350722,LV001,LV001,Latvia 100,Latvia 100
861839403798241280,LV001,LV008,Latvia 100,May 8-9
861839403798241280,LV001,LV001,Latvia 100,Latvia 100
861839548891967489,LV001,LV008,Latvia 100,May 8-9
861839548891967489,LV001,LV001,Latvia 100,Latvia 100
861885957741715461,LV001,LV008,Latvia 100,May 8-9
861885957741715461,LV001,LV001,Latvia 100,Latvia 100
861903706534666241,LV001,LV008,Latvia 100,May 8-9
861903706534666241,LV001,LV001,Latvia 100,Latvia 100
861912136095866880,LV001,LV001,Latvia 100,Latvia 100
861915732933828612,LV001,LV001,Latvia 100,Latvia 100
861936957810774016,LV001,LV001,Latvia 100,Latvia 100
861938602976194560,LV001,LV001,Latvia 100,Latvia 100
861940711721246720,LV001,LV001,Latvia 100,Latvia 100
861942499702603777,LV001,LV001,Latvia 100,Latvia 100
861944026211254272,LV001,LV001,Latvia 100,Latvia 100
861944191521357825,LV001,LV001,Latvia 100,Latvia 100
861947004808830976,LV001,LV001,Latvia 100,Latvia 100
861986066110304256,LV001,LV008,Latvia 100,May 8-9
861986066110304256,LV001,LV001,Latvia 100,Latvia 100
861993918682071040,LV001,LV001,Latvia 100,Latvia 100
861996567745617920,LV001,LV001,Latvia 100,Latvia 100
861996687841263616,LV001,LV001,Latvia 100,Latvia 100
862001933279690752,LV001,LV001,Latvia 100,Latvia 100
862024058451439618,LV001,LV001,Latvia 100,Latvia 100
862040738330267648,LV001,LV002,Latvia 100,Ice Hockey
862040738330267648,LV001,LV001,Latvia 100,Latvia 100
862058334572171265,LV001,LV001,Latvia 100,Latvia 100
862186701204094976,LV001,LV002,Latvia 100,Ice Hockey
862186701204094976,LV001,LV001,Latvia 100,Latvia 100
862194580120371201,LV001,LV001,Latvia 100,Latvia 100
862204823294418944,LV001,LV001,Latvia 100,Latvia 100
862281076689047553,LV001,LV001,Latvia 100,Latvia 100
862303591641608192,LV001,LV001,Latvia 100,Latvia 100
862580590431940608,LV001,LV001,Latvia 100,Latvia 100
862627593081802755,LV001,LV001,Latvia 100,Latvia 100
862665355403169792,LV001,LV001,Latvia 100,Latvia 100
862986367436980225,LV001,LV007,Latvia 100,May 4
862986367436980225,LV001,LV001,Latvia 100,Latvia 100
863031028604178432,LV001,LV001,Latvia 100,Latvia 100
863038558252269568,LV001,LV001,Latvia 100,Latvia 100
863041255130968065,LV001,LV001,Latvia 100,Latvia 100
863311620654735361,LV001,LV001,Latvia 100,Latvia 100
863373989254762496,LV001,LV001,Latvia 100,Latvia 100
863637170111873025,LV001,LV001,Latvia 100,Latvia 100
863754752261332992,LV001,LV001,Latvia 100,Latvia 100
863996476267089921,LV001,LV001,Latvia 100,Latvia 100
864004299701047296,LV001,LV001,Latvia 100,Latvia 100
864007328852578304,LV001,LV001,Latvia 100,Latvia 100
864010163673591809,LV001,LV001,Latvia 100,Latvia 100
864012471404711936,LV001,LV001,Latvia 100,Latvia 100
864023353581031424,LV001,LV001,Latvia 100,Latvia 100
864024934477070337,LV001,LV001,Latvia 100,Latvia 100
864099429757968384,LV001,LV001,Latvia 100,Latvia 100
864132354016763906,LV001,LV001,Latvia 100,Latvia 100
864359550819774464,LV001,LV001,Latvia 100,Latvia 100
864362447301300224,LV001,LV001,Latvia 100,Latvia 100
864368687335129090,LV001,LV001,Latvia 100,Latvia 100
864393974131380224,LV001,LV001,Latvia 100,Latvia 100
864400253084160000,LV001,LV001,Latvia 100,Latvia 100
864430214184677376,LV001,LV001,Latvia 100,Latvia 100
864438896612052992,LV001,LV001,Latvia 100,Latvia 100
864443838588497920,LV001,LV001,Latvia 100,Latvia 100
864451718561632256,LV001,LV001,Latvia 100,Latvia 100
864452026868142081,LV001,LV001,Latvia 100,Latvia 100
864452754152017920,LV001,LV001,Latvia 100,Latvia 100
864478666801258496,LV001,LV001,Latvia 100,Latvia 100
864525343264313347,LV001,LV001,Latvia 100,Latvia 100
864737251347103744,LV001,LV001,Latvia 100,Latvia 100
864740918691340288,LV001,LV001,Latvia 100,Latvia 100
864791852435689473,LV001,LV001,Latvia 100,Latvia 100
864833325810290688,LV001,LV001,Latvia 100,Latvia 100
864836309197750273,LV001,LV001,Latvia 100,Latvia 100
864865878806073344,LV001,LV001,Latvia 100,Latvia 100
864926976716439552,LV001,LV001,Latvia 100,Latvia 100
865108125694742528,LV001,LV001,Latvia 100,Latvia 100
865156961062592513,LV001,LV001,Latvia 100,Latvia 100
865201460795060225,LV001,LV001,Latvia 100,Latvia 100
